# Date	Employment (16+, millions)	Employment rate (16+, per cent)	Employees (16+, millions)	ILO unemployment (16+, millions)	ILO unemployment rate (16+, per cent)	Participation rate (16+, per cent)	Average hours worked	Total hours worked (millions)	Labour share (per cent)	Compensation of employees                    (£ billion) (a)	Wages and salaries (£ billion) (a-b)	Employers social contributions (£ billion) (b)	Mixed income (£ billion)	Average earnings growth (per cent)	Average earnings index (2008Q1=100)	Average hourly earnings index (2008Q1=100)	Productivity per hour index (2008Q1 =100)	Productivity per worker index (2008Q1 =100)	Real product wage (2008Q1 =100)	Real consumption wage (2008Q1 =100)	RPI	RPIX	CPI	Producer output prices	Mortgage interest payments	Actual rents for housing	Consumer expenditure deflator	GDP deflator	Bank Rate	3-month LIBOR	Long-term interest rates	Average mortgage rate	Trade-weighted sterling	US$/£ exchange rate	€/£ exchange rate	Oil prices ($)	Equity prices	Total compensation of employees	Gross operating surplus of private corporations	Other income	Gross value added at factor cost	Taxes on products and production less subsidies	Statistical discrepancy (income)	GDP at market prices	1.4 Nominal GDP (£ billion, non-seasonally adjusted)
Date	Employment	Employment rate	Employees	ILO unemployment	ILO unemployment rate	Participation rate	Average hours worked	Total hours worked	Labour share	Compensation of employees	Wages and salaries	Employers social contributions	Mixed income	Average earnings growth	Average earnings	Average hourly earnings	Productivity per hour	Productivity per worker	Real product wage	Real consumption wage	RPI	RPIX	CPI	Producer output prices	Mortgage interest payments	Actual rents for housing	Consumer expenditure deflator	GDP deflator	Bank Rate	three-month LIBOR	Long-term interest rates	Average mortgage rate	Trade-weighted sterling	dollar_exchange rate	euro_exchange rate	Dollar_Oil prices	Equity prices	Total compensation of employees	Gross operating surplus of private corporations	Other income	Gross value added at factor cost	Taxes on products and production less subsidies	Statistical discrepancy (income)	GDP at market prices	Nominal GDP
2018Q1	32.3430752554	61.1063706636	27.5920752554	1.4172712814	4.1980353485	63.7840475255	31.9043059411	1031.883368022	62.075522372	257.283	213.697	43.586	31.632	3.4010725526	119.6964088204	120.7114561848	103.0597858306	102.1931691292	102.9316850863	98.8060458536	277.4666666667	277.9666666667	104.7466666667	112.7	230	102.9973333333	103.6655786341	103.3	0.5	0.5642314286	1.8807	2.52	79.0527	1.3919	1.1324	67.7041176471	4048.9406153846	257.283	109.62625	89.66475	458.508	63.254	1.934	521.762	522.854
2018Q2	32.3864452392	61.1055342921	27.6154452392	1.3622820205	4.0365433933	63.6758370872	31.9151726375	1033.6189909226	62.1972094653	259.142	214.624	44.518	31.903	2.5320826959	120.1139077053	121.0912515153	103.3167782998	102.4828946585	103.2877174462	99.176747688	280.6333333333	281.2	105.674	113.7	229.4	102.972	103.9363029193	103.7	0.5	0.679045	1.8263	2.4833333333	79.1896	1.3602	1.1417	74.4966666667	4152.9335384615	259.142	109.3784851	90.2985149	460.572	65.546	1.753	526.118	523.762
2018Q3	32.4306130778	61.1091062544	27.6706130778	1.377113262	4.0733684608	63.7040051067	32.1521255077	1042.7131419682	62.2926609027	263.013	217.703	45.31	32.243	3.0595526384	121.5941534358	121.6801326434	103.0484191883	102.9756051533	104.0191722162	99.9417254008	283.3333333333	283.9	106.319	114.4	232.9	103.2956666667	104.4727341933	104.2	0.6602	0.7835726563	1.7793	2.48	77.9017	1.3036	1.1207	75.2233333333	4172.7269767442	263.013	110.2071182	91.9068818	466.812	65.065	1.685	531.877	527.09
2018Q4	32.5973064095	61.3441797479	27.7573064095	1.363011675	4.0135421335	63.9092025181	31.9647569727	1041.9649773444	62.6391676159	265.488	220.3280117704	45.1599882296	33.0765813085	2.8292443284	122.6759577074	123.4823027498	103.3153277947	102.6406740142	104.5238710737	99.9699849847	284.9	285.3	106.948	115.1	238.9	103.4933333333	105.0967581431	104.6	0.75	0.8572432258	1.8591	2.4933333333	77.9447	1.2866	1.1275	67.7133333333	3831.6674242424	265.488	109.4575003	92.8374997	469.53	65.34	1.747	534.87	540.921
2019Q1	32.557239319	61.1894793015	27.7153208006	1.3844435304	4.0788888889	63.7914621638	31.9808	1041.2065592119	62.4366462191	266.8800734428	221.5368568039	45.343216639	33.3216435884	3.2076810917	123.5358878936	124.2855066604	103.5944603375	102.9696380739	104.5276550925	100.1576231634	285.0177838928	285.4400102554	106.7620243304	115.2068360902	240.5	103.6833039113	105.6098131324	105.1938402538	0.75	0.870264402	1.722186	2.5000015392	78.0297030702	1.2896410625	1.134607	61.486	3850.261484375	266.8800734428	108.4885072598	95.9614653897	473.0770460923	65.7228251305	1.747	538.7998712229	538.837509813
2019Q2	32.5668261502	61.1282774822	27.7156119389	1.3900732433	4.0936400794	63.7374596772	31.9872	1041.7215814309	62.7816718186	271.086764895	222.9357928258	48.1509720692	33.5960825199	3.4973176052	124.3146725458	125.0439931839	103.8518923887	103.2461749408	105.5019912195	101.1360323333	289.4562648989	289.837399981	107.9730381228	115.4841167353	245.9	103.6717872065	106.2352876088	105.7919708838	0.75	0.8832855783	1.741423	2.5463353044	78.350041147	1.3006745	1.137356	62.5696666667	3883.6200912378	271.086764895	112.3984878871	92.4831553536	477.7154081357	65.7523224293	1.747	543.467730565	540.9294944184
2019Q3	32.5817239622	61.0743700657	27.7204170078	1.3904464649	4.0928985326	63.6807589128	31.9936	1042.4066437583	62.7033140615	272.9242870477	224.410024084	48.5142629637	33.8827300604	2.8956135047	125.1150501636	125.8238915529	104.1389862447	103.552308923	105.6900010863	101.3122891803	291.9592648644	292.2336734216	108.555095433	115.8008166312	251.8	104.8545500345	106.7510701453	106.3052538464	0.7639361452	0.9102428998	1.760617	2.5978432593	78.42168068	1.3062495686	1.13427	62.3726666667	3915.7290126109	272.9242870477	112.7078868988	94.3124282808	481.6916022273	66.269379311	1.747	547.9609815384	543.9166675574
2019Q4	32.6281040061	61.0794318032	27.7519922414	1.3941213456	4.0976783005	63.6892107728	32	1044.0993281939	62.7558546356	275.2157997451	226.2209692023	48.9948305427	34.2211975335	2.6942901819	125.9812039916	126.6696135993	104.3313667016	103.7643584572	106.0041572117	101.6159884304	293.090833708	293.2039293173	109.098100954	116.0897653776	258.4	105.0747217647	107.2035207414	106.760761675	0.7983748194	0.9577027502	1.779813	2.655328077	78.4838856094	1.311737412	1.131038	62.13	3946.0755536733	275.2157997451	112.5687940311	95.9075290373	485.4391228134	66.7683974598	1.747	552.2075202733	558.7524318107
2020Q1	32.6723925626	61.0804605348	27.7817666398	1.3984258036	4.1044679015	63.6947928628	32	1045.516562002	62.8515346176	277.6474049635	228.1608151361	49.4865898274	34.580279931	2.7436809633	126.9253185325	127.6188871441	104.557515941	103.9892786464	106.4038955624	101.9970983685	292.7854031454	292.7249677159	108.707433278	115.7910618227	264.1	105.340983353	107.6311605927	107.1867474224	0.8336723335	1.0060214404	1.799084	2.7029957556	78.5370643773	1.3170946767	1.127743	61.9393333333	3975.6873979806	277.6474049635	112.2023490101	97.5088005407	489.1055545142	67.2457130267	1.747	556.3512675409	556.2399238371
2020Q2	32.7170713698	61.0821056383	27.8118513742	1.4008721999	4.1059690395	63.6975054928	32	1046.9462838343	62.9188491525	280.3766283636	230.2789895183	50.0976388453	34.9675950074	2.9364262015	127.9650811627	128.664331436	104.8223513709	104.2526747788	106.7982851859	102.33682019	297.1047711086	297.035095254	109.9371641604	116.5161451172	268.3	106.8506762411	108.2111418226	107.7115687943	0.8666884244	1.0520587076	1.818296	2.7342671338	78.5796932687	1.3221180264	1.124338	61.766	4010.6147998673	280.3766283636	112.6361455335	98.8020505684	493.5618244655	67.6771691033	1.747	561.2389935689	558.8058739215
2020Q3	32.7596255183	61.0810665877	27.8401089164	1.4032302021	4.1074733729	63.6974212028	32	1048.3080165865	62.9353032112	282.8850515214	232.278858126	50.6061933954	35.3381688325	3.0614525872	128.9453881038	129.6499951501	105.1001223862	104.5289361959	107.1167100306	102.6235572372	300.1941286724	300.0955882866	110.5979374969	116.8796888019	272	108.1968673489	108.7636971219	108.2258573751	0.8960382222	1.0944296817	1.837296	2.7602527181	78.6063969856	1.326747293	1.120898	61.5493333333	4045.5612058259	282.8850515214	112.7368495353	100.6446741967	498.0135752534	68.1157269923	1.747	566.1293022457	561.7188721986
2020Q4	32.8029606432	61.081378723	27.8690094	1.4027681405	4.1009742822	63.6934299028	32	1049.6947405812	62.9439885093	285.3707195881	234.2437117034	51.1270078847	35.704595796	3.1116450545	129.9012918951	130.6111223663	105.3833444157	104.8106190025	107.4276567961	102.9212778056	301.5627185256	301.415174571	111.2034109252	117.2062999936	274.9	108.4735717917	109.2886013475	108.7308265738	0.9216533795	1.1330660152	1.855955	2.776725545	78.6231884829	1.3311199575	1.117511	61.2986666667	4080.6117796007	285.3707195881	113.3157533705	101.9979515666	502.4314245252	68.6030189462	1.747	571.0344434714	577.9893368696
2021Q1	32.8462539757	61.0815065404	27.8978534432	1.399620465	4.0869754033	63.6842668628	32	1051.0801272238	62.9607604722	287.8653310363	236.2802050828	51.5851259534	36.0831342401	3.1277042586	130.8951671256	131.6104285121	105.6805862011	105.1062453721	107.7503051161	103.2373208853	301.4090966002	301.149876037	110.8286397531	116.9445272711	278.6	108.7263693908	109.7927776488	109.2246794411	0.9449151287	1.1563277644	1.874177	2.8002277478	78.6305847214	1.3352752596	1.114122	61.5969687629	4115.4636351032	287.8653310363	113.7798575946	103.3789139881	506.771102619	69.1400766155	1.747	575.9111792345	576.2879466388
2021Q2	32.8879090078	61.078485637	27.9252854732	1.3946046052	4.0679765227	63.6685054928	32	1052.4130882496	62.9639464057	290.4935577768	238.4319205658	52.061637211	36.4805153381	3.1198708273	131.957426399	132.6784923776	105.9837133451	105.4077251152	108.0558030801	103.5260663734	306.0733627062	305.8236584707	112.1256066508	117.7274922803	282.5	110.2239435218	110.377532808	109.7780771727	0.966879681	1.1782923167	1.891888	2.8240820503	78.6374752547	1.339297025	1.110798	61.8967050424	4152.7789570006	290.4935577768	115.1565118234	104.0086791622	511.4057487624	69.7272107882	1.747	581.1329595506	578.5120120705
2021Q3	32.9270851222	61.0660056444	27.9505931088	1.3903636719	4.0514773702	63.6445501928	32	1053.6667239092	62.9499303566	293.0025882202	240.4716265939	52.5309616263	36.8620074733	3.1179001482	132.9657765506	133.6923525411	106.2954747866	105.717792231	108.3417519094	103.7981613652	309.3548660103	309.0640436059	112.8080556609	118.1250610358	286.8	111.6050945564	110.9385946798	110.3176036308	0.9878003715	1.1992130072	1.909039	2.8517882359	78.6367115897	1.3431264217	1.107498	62.1978815315	4189.7984633651	293.0025882202	115.9000535508	105.3686980892	516.0183398603	70.2948698738	1.747	586.3132097341	581.5892230179
2021Q4	32.961317045	61.0442851437	27.9716860624	1.3875493657	4.0395783345	63.6140234528	32	1054.7621454399	62.9359765188	295.4788715936	242.4455859272	53.0332856665	37.2346196902	3.121501337	133.9561624584	134.6881502973	106.6211945708	106.0417418304	108.6469489494	104.086358548	310.8193440593	310.4485648819	113.4256284814	118.4813082142	290.9	111.8901571955	111.4822465851	110.8416734639	1.0078133408	1.2192259765	1.925589	2.875440615	78.6306578922	1.3468011788	1.104259	62.5005042553	4226.4559739871	295.4788715936	116.7990999094	106.5552082881	520.5801797911	70.8630125821	1.747	591.4431923732	598.4113591652
2022Q1	32.9937739833	61.0192238655	27.9912566101	1.3840437753	4.0259791502	63.5788970028	32	1055.8007674668	62.9257089291	297.9766019193	244.4834363625	53.4931655568	37.6182431732	3.1265513699	134.9876717665	135.7252961677	106.9491941073	106.3679587923	108.9629292462	104.3875385215	310.6688881266	310.1830247548	113.0433681228	118.2172579843	294.7	112.1595253408	112.0219194342	111.3670470941	1.0270526429	1.2384652786	1.941511	2.8956202123	78.6196887398	1.3503268821	1.101084	62.8045792364	4263.3934275191	297.9766019193	117.6949830423	107.7630880877	525.1816730492	71.4299150436	1.747	596.6115880929	596.7157833949
2022Q2	33.0234921777	60.9890558328	28.0084886373	1.3820643758	4.0169801458	63.5415054928	32	1056.7517496853	62.9245941447	300.6187289868	246.6379302484	53.9807987384	38.0210665193	3.1343693089	136.0934594729	136.8371263222	107.2870821178	106.7040104875	109.3049058744	104.7072620573	315.4786186134	314.9985347486	114.3681187838	119.0100345608	298.8	113.7043870394	112.6007114926	111.9202509218	1.0456063192	1.2570189549	1.956776	2.9174507619	78.6211926046	1.3540524009	1.098087	63.1101113304	4301.6265863329	300.6187289868	118.4050381913	109.1995898995	529.9703570776	71.9912519563	1.747	601.9616090338	599.2459700431
2022Q3	33.0539683023	60.9593091391	28.0263489479	1.3801115669	4.0079815465	63.5045601928	32	1057.7269856735	62.9098757027	303.18629879	248.728731398	54.457567392	38.4153396752	3.1541291032	137.1596888061	137.9091819413	107.6235368831	107.0386367267	109.6219761991	105.0072677344	318.8422436641	318.3300686603	115.0642167741	119.4118330725	302.9	115.1291494529	113.1659410021	112.4652183675	1.0634914646	1.2749041003	1.971365	2.9381984542	78.6203393746	1.357693465	1.095176	63.4171052915	4339.774800855	303.18629879	119.450812206	110.3582352779	534.7423462739	72.5576745905	1.747	607.3000208644	602.5979232326
2022Q4	33.0840595487	60.9288163515	28.0438682852	1.3785024812	4	63.4675170328	32	1058.6899055573	62.9028668189	305.7843645769	250.8016250841	54.9827394928	38.8080930682	3.1803011958	138.2163718949	138.9716391518	107.960653197	107.3739209192	109.9554620534	105.3199207483	320.3456698518	319.7554157154	115.694141051	119.7717509045	307	115.4232132617	113.7257047203	113.0052726615	1.0807146056	1.2921272413	1.985254	2.9570034408	78.6173903182	1.3612526107	1.092357	63.7255657639	4377.9039211203	305.7843645769	120.3402254228	111.6356051241	539.5071951239	73.1286512602	1.747	612.6358463841	619.9493877045
2023Q1	33.1110314443	60.8925518235	28.0587296997	1.3796263102	4	63.4297414828	32	1059.5530062185	62.9035784788	308.4318447197	252.9576668185	55.4741779012	39.2149784253	3.217371658	139.3307268597	140.0920833794	108.3040467031	107.7154481894	110.3035150058	105.6537965318	320.1946776521	319.4880331197	115.3042354852	119.5045026461	310.8	115.7010870055	114.2873352212	113.5572549613	1.0972841189	1.3086967546	1.998425	2.9731490647	78.612592833	1.3647325571	1.089634	64.0354972711	4416.4046669468	308.4318447197	121.0096377807	113.1325386305	544.3210211309	73.7020139294	1.747	618.0230350603	618.1525570531
2023Q2	33.1372501337	60.8548852731	28.0729399833	1.3807187556	4	63.3905054928	32	1060.3920042781	62.9223576615	311.2974286442	255.2360595704	56.0613690738	39.6421579356	3.2485452735	140.5145171182	141.2823423218	108.660967299	108.0704290338	110.6996580813	106.0428177584	325.1462616566	324.4551079556	116.6554811595	120.3056894904	314.7	117.2947294292	114.8677946441	114.1364183992	1.1132466663	1.324659302	2.010856	2.9885344443	78.6186041794	1.3684776802	1.087069	64.3469152906	4456.598052497	311.2974286442	121.8517621472	114.500193935	549.3963847264	74.250993566	1.747	623.6473782924	620.867915111
2023Q3	33.1657424118	60.8150250267	28.0890631657	1.3819059338	4	63.3489844028	32	1061.3037571775	62.9119743052	314.02342943	257.4596375123	56.5637919177	40.0621711386	3.2791057456	141.6573000423	142.43136985	109.0136155326	108.4211607349	111.0374918441	106.3764435119	328.6136582084	327.8967641804	117.3655011096	120.7116810175	318.7	118.7644802993	115.4440229361	114.7047439319	1.1287056247	1.3401182604	2.022529	3.0036885489	78.6244258372	1.3721897674	1.084602	64.6598359537	4496.7056092206	314.02342943	122.8222939141	115.8332388262	554.4259621703	74.833715179	1.747	629.2596773494	624.3115260221
2023Q4	33.1937271958	60.7742168667	28.1047428882	1.3830719665	4	63.3064759028	32	1062.1992702652	62.9021537323	316.7922373223	259.6754763067	57.1167610157	40.4823103868	3.3139325287	142.7967692032	143.5770655074	109.3798900943	108.7854447093	111.3922148328	106.7253662183	330.1734549333	329.3794937917	118.008023872	121.0752596218	322.7	119.0678294997	116.0163191271	115.2710566339	1.1437724033	1.355185039	2.033422	3.0182724363	78.6302869635	1.3758690565	1.082242	64.97427599	4537.4355195291	316.7922373223	123.79066631	117.2038993829	559.5338030153	75.4254172884	1.747	634.9592203037	642.5573128197
2024Q1	33.221968958	60.7338627099	28.1206266037	1.3842487066	4	63.2644403228	32	1063.1030066545	62.9005124681	319.6090703095	261.9735706243	57.6354996853	40.9166259964	3.3362373882	143.9791306624	144.7658878429	109.7446082753	109.1481807613	111.759854739	107.0811102896	330.0463414451	329.1257977138	117.6103201949	120.8048683254	327	119.3544774158	116.593138641	115.8394744989	1.1570705699	1.3684832056	2.04352	3.0335592818	78.636309669	1.3795170702	1.079989	65.2902526576	4578.5074238915	319.6090703095	124.7198206238	118.604765255	564.6806561883	76.0258301115	1.747	640.7064862998	640.928263767
